_time,NodeName,CellName,ConnEstabAtt,ConnEstabSucc,ConnEstabTimeAvg,IntraFreqOutSucc,IntraFreqOutAtt,InterFreqMeasGapOutAtt,InterFreqNoMeasGapOutAtt,IntraFreqOutPrepSucc,InterFreqMeasGapOutPrepSucc,ConnReEstabAtt,ConnReEstabSucc,EutranIpThroughput,ULIpThruAvg,TotPrbDLAvg,TotPrbULAvg,PdcpSduDelayAvg,PdcpSduDropRateDL,PdcpSduLossRateUl,DLReceivedCQI1,DLReceivedCQI2,DLReceivedCQI3,DLReceivedCQI4,DLReceivedCQI5,DLReceivedCQI6,DLReceivedCQI7,DLReceivedCQI8,DLReceivedCQI9,DLReceivedCQI10,DLReceivedCQI11,DLReceivedCQI12,DLReceivedCQI13,DLReceivedCQI14,DLReceivedCQI15,DLReceivedCQI1_256QAM,DLReceivedCQI15_256QAM,InterferencePowerAvg,PucchInterferencePowerAvg,RssiPathAvg,DLReceivedRI1,DLReceivedRI4,EnbQciDLThru,EnbQciULThru,DLTransmittedMCS0,DLTransmittedMCS1,DLTransmittedMCS2,DLTransmittedMCS3,DLTransmittedMCS4,DLTransmittedMCS5,DLTransmittedMCS6,DLTransmittedMCS7,DLTransmittedMCS8,DLTransmittedMCS9,DLTransmittedMCS10,DLTransmittedMCS11,DLTransmittedMCS12,DLTransmittedMCS13,DLTransmittedMCS14,DLTransmittedMCS15,DLTransmittedMCS16,DLTransmittedMCS17,DLTransmittedMCS18,DLTransmittedMCS19,DLTransmittedMCS20,DLTransmittedMCS21,DLTransmittedMCS22,DLTransmittedMCS23,DLTransmittedMCS24,DLTransmittedMCS25,DLTransmittedMCS26,DLTransmittedMCS27,DLTransmittedMCS28,DLTransmittedMcs0_256QAM,DLTransmittedMcs27_256QAM,ULReceivedMCS0,ULReceivedMCS1,ULReceivedMCS2,ULReceivedMCS3,ULReceivedMCS4,ULReceivedMCS5,ULReceivedMCS6,ULReceivedMCS7,ULReceivedMCS8,ULReceivedMCS9,ULReceivedMCS10,ULReceivedMCS11,ULReceivedMCS12,ULReceivedMCS13,ULReceivedMCS14,ULReceivedMCS15,ULReceivedMCS16,ULReceivedMCS17,ULReceivedMCS18,ULReceivedMCS19,ULReceivedMCS20,ULReceivedMCS21,ULReceivedMCS22,ULReceivedMCS23,ULReceivedMCS24,ULReceivedMCS25,ULReceivedMCS26,ULReceivedMCS27,ULReceivedMCS28,DLResidualBlerRetrans0,DLResidualBlerRetrans0_256QAM,ULResidualBlerRetrans0,ConnNoMax,ConnNoAvg,RACHUsageAvg,RandomlySelectedPreamblesLow,RandomlySelectedPreamblesHigh,RruCceUsageDistUL2,RruCceUsageDistDL2,AttPaging,DiscardedNbr,UEActiveDLAvg,UEActiveULAvg,EstabInitAttNbr,EstabInitSuccNbr,EstabAddAttNbr,SCellAddAtt_RrcSig,SCellAddAtt_RrcResetup,SCellAddAtt_AddSbcRrcSig,SCellAddAtt_AddSbcRrcResetup,SCellAddAtt_EventA4,SCellAddSucc_RrcSig,SCellAddSucc_RrcResetup,SCellAddSucc_AddSbcRrcSig,SCellAddSucc_AddSbcRrcResetup,SCellAddSucc_EventA4,SCellAddAtt_HoIn,SCellAddAtt_AddSbcHoIn,SCellAddSucc_HoIn,SCellAddSucc_AddSbcHoIn,SCellActUEMax,SCellActUEAvg,UsageNbrMax,MlbHOSucc,LoadBinAvg,LoadBinCnt,InterFreqMeasGapOutSucc,InterFreqNoMeasGapOutSucc
2022-12-04T08:00:00.000-05:00,LTSQC0210079,LTSQC0210079-045-1900-1-6,64,64,102.19,1,1,0,0,1,0,0,0,63607.02,4434.78,1.28,0.06,25.34,0.00,0.00,1,2,7,2,5,5,0,7,10,51,110,173,123,44,769,0,3008,-119.28,-118.82,-96.20,0,0,0.74,0.70,672,0,0,0,1,32,0,50,0,0,0,0,0,0,0,3,4,0,9,40,24,15,9,4,5,2,6,8,0,445,1,6.00,16.00,399.00,147.00,20.00,16.00,104.00,177.00,91.00,111.00,719.00,0.00,135.00,275.00,274.00,387.00,157.00,403.00,430.00,390.00,1334.00,0.00,186.00,428.00,9.00,0.00,0.00,0.00,0.00,6.05,4.06,3.87,4.00,1.60,0.04,60.00,3.00,4366.00,393.00,16931,0,0.00,0.05,121,121,2,60,0,0,0,0,60,0,0,0,0,6,0,6,0,2.00,0.06,8.00,0,1.27,439.00,0,0
2022-12-04T08:15:00.000-05:00,LTSQC0210079,LTSQC0210079-003-2100-1-4,278,278,90.53,1,1,3,0,1,3,2,1,25994.02,232.34,1.82,0.43,46.86,0.00,1521.30,62,51,41,21,45,47,106,530,1940,658,1823,5492,3456,1217,1779,30,4068,-118.44,-118.54,-96.30,0,0,17.97,9.44,2740,1,1,30,6,10,4,848,12,24,0,10,26,4,24,142,191,0,56,27,8,10,6,30,61,12,28,22,0,1359,43,159.00,549.00,1617.00,15536.00,781.00,425.00,478.00,482.00,526.00,609.00,2556.00,0.00,1240.00,1679.00,1433.00,1248.00,1218.00,1627.00,2066.00,2515.00,10878.00,0.00,1917.00,1688.00,176.00,246.00,74.00,51.00,2.00,3.52,3.65,13.44,13.00,6.77,0.26,292.00,4.00,17324.00,4707.00,17364,0,0.12,0.26,391,391,2,123,0,0,0,0,123,0,0,0,0,0,0,0,0,3.00,0.16,22.00,0,2.59,440.00,3,0
2022-12-04T08:15:00.000-05:00,LTSQC0210079,LTSQC0210079-004-2100-1-5,139,139,99.81,0,0,1,0,0,1,0,0,48300.00,963.00,3.47,2.19,42.63,0.00,0.00,54,66,57,43,72,32,136,58,125,1709,1249,196,522,357,26820,388,12688,-118.32,-118.23,-95.33,0,0,672.52,212.28,2263,20,2,49,3,31,60,8525,25,11,0,5,28,170,2,17,34,0,5,32,20,350,30,18,42,79,556,54,24,870,15,48.00,3131.00,2193.00,8600.00,2051.00,2164.00,1631.00,1616.00,2286.00,3031.00,6958.00,0.00,3333.00,2939.00,3316.00,3122.00,4836.00,12772.00,8457.00,3418.00,10455.00,0.00,2153.00,78546.00,3854.00,4165.00,8241.00,36516.00,9599.00,0.65,3.53,5.54,12.00,7.95,0.10,139.00,0.00,21711.00,19044.00,17363,0,0.60,0.53,208,208,2,81,0,0,0,0,81,0,0,0,0,0,0,0,0,2.00,0.11,23.00,0,3.06,440.00,1,0
2022-12-04T08:15:00.000-05:00,LTSQC0210079,LTSQC0210079-005-2100-1-6,50,50,134.60,0,0,0,0,0,0,0,0,52421.59,1940.20,1.68,0.14,74.85,0.00,0.00,1,0,3,0,0,2,6,11,15,46,62,176,471,1121,4198,1,1914,-120.13,-120.11,-98.34,0,0,15.00,1.71,691,2,0,2,0,0,0,489,0,0,0,0,12,3,2,20,22,0,5,88,101,28,48,79,132,111,62,54,4,274,105,24.00,51.00,316.00,190.00,219.00,155.00,104.00,113.00,216.00,215.00,311.00,0.00,251.00,280.00,275.00,339.00,479.00,1176.00,1429.00,1184.00,2420.00,0.00,633.00,905.00,34.00,58.00,4.00,0.00,0.00,2.32,1.66,5.60,4.00,1.97,0.04,51.00,9.00,3396.00,1109.00,17364,0,0.02,0.01,75,75,1,29,0,0,0,0,29,0,0,0,0,1,0,1,0,2.00,0.04,8.00,0,2.15,440.00,0,0
2022-12-04T08:15:00.000-05:00,LTSQC0210079,LTSQC0210079-043-1900-1-4,284,284,93.40,13,13,0,0,13,0,1,1,61467.82,1059.19,1.78,1.70,54.23,0.00,2902.11,33,69,165,60,42,43,90,93,234,230,202,258,464,461,10148,60,21943,-119.01,-118.57,-94.97,0,0,175.05,98.99,3178,7,5,4,2,3,3,3562,1,21,0,1,1,2,0,2,11,0,2,85,104,64,59,142,325,111,319,134,39,3450,7556,1143.00,6538.00,3750.00,10032.00,4481.00,3270.00,5083.00,5588.00,6546.00,6853.00,17053.00,739.00,11046.00,6953.00,8260.00,8243.00,7328.00,8176.00,8158.00,7025.00,17415.00,123.00,10187.00,26992.00,12483.00,11485.00,7971.00,25604.00,3184.00,4.40,2.90,7.19,21.00,12.03,0.33,294.00,7.00,184768.00,38651.00,17335,0,1.26,1.87,522,522,8,271,1,0,0,0,271,1,0,0,0,11,0,11,0,4.00,0.35,43.00,0,1.84,440.00,0,0
2022-12-04T08:15:00.000-05:00,LTSQC0210079,LTSQC0210079-044-1900-1-5,431,431,101.42,30,30,7,0,30,7,3,2,18441.45,1082.37,2.79,2.39,70.11,0.00,6164.46,412,136,131,77,50,123,143,227,217,184,108,172,320,491,1453,204,20682,-119.18,-118.22,-95.29,0,0,208.08,108.23,4609,2,1,11,6,16,18,168,12,57,0,17,25,9,6,21,21,0,4,38,323,33,22,26,48,10,16,12,0,6920,2,1072.00,8374.00,6329.00,29959.00,5212.00,5407.00,7875.00,4943.00,5846.00,6933.00,19260.00,0.00,13835.00,9572.00,10505.00,10683.00,9722.00,9666.00,8445.00,8101.00,19574.00,0.00,6832.00,12940.00,48451.00,3280.00,603.00,235.00,27.00,8.03,5.92,7.71,20.00,13.89,0.48,448.00,11.00,83632.00,20313.00,17334,0,0.97,1.39,760,760,22,386,2,0,0,0,386,2,0,0,0,21,0,21,0,4.00,0.53,40.00,0,2.74,440.00,7,0
2022-12-04T08:15:00.000-05:00,LTSQC0210079,LTSQC0210079-045-1900-1-6,52,52,104.84,2,2,0,0,2,0,0,0,40247.25,4546.76,1.29,0.10,48.81,0.00,1057.46,1,2,4,4,5,6,9,16,27,52,55,46,47,19,1227,0,5578,-119.26,-118.80,-96.14,0,0,13.90,5.51,613,0,0,1,2,18,0,35,0,4,0,3,84,7,1,10,1,0,18,0,171,17,7,9,12,4,5,2,0,353,546,10.00,8.00,275.00,144.00,70.00,77.00,154.00,241.00,270.00,239.00,1708.00,0.00,997.00,554.00,495.00,694.00,693.00,1144.00,1427.00,881.00,1491.00,0.00,282.00,541.00,15.00,211.00,165.00,464.00,98.00,8.57,1.54,5.14,5.00,1.43,0.03,51.00,2.00,12725.00,3029.00,17334,0,0.06,0.11,97,97,3,49,0,0,0,0,49,0,0,0,0,2,0,2,0,3.00,0.05,10.00,0,1.28,440.00,0,0
2022-12-04T08:30:00.000-05:00,LTSQC0210079,LTSQC0210079-003-2100-1-4,226,226,89.36,1,1,1,0,1,1,0,0,42443.27,273.83,1.71,0.24,31.53,0.00,0.00,28,33,30,43,50,53,148,745,1449,655,2059,5041,4200,1304,1610,71,2815,-118.47,-118.55,-96.62,0,0,8.53,3.00,2211,0,0,0,0,0,2,911,24,34,0,6,28,1,2,142,195,0,65,47,45,14,11,20,56,11,27,43,0,760,8,153.00,506.00,1272.00,9129.00,92.00,122.00,198.00,281.00,103.00,180.00,329.00,0.00,200.00,228.00,321.00,401.00,581.00,1286.00,1291.00,2773.00,7690.00,0.00,1100.00,1019.00,8.00,97.00,0.00,0.00,0.00,3.12,4.46,16.32,10.00,5.44,0.20,227.00,1.00,10835.00,2016.00,18268,0,0.01,0.05,296,296,0,70,0,0,0,0,70,0,0,0,0,1,0,1,0,2.00,0.09,15.00,0,2.23,439.00,1,0
2022-12-04T08:30:00.000-05:00,LTSQC0210079,LTSQC0210079-004-2100-1-5,103,103,95.89,2,2,1,0,2,1,0,0,55045.33,1692.45,2.85,1.49,32.50,0.00,0.00,43,46,65,36,11,9,12,59,491,2472,18,261,941,472,26884,630,21426,-118.34,-118.25,-95.54,0,0,672.91,60.17,1761,28,0,0,2,2,0,8896,2,4,0,0,1,220,4,6,42,0,0,39,20,402,27,29,28,73,550,50,28,748,2515,0.00,72.00,482.00,1695.00,409.00,647.00,1314.00,1603.00,1447.00,1570.00,2092.00,0.00,1093.00,1442.00,2466.00,1861.00,4069.00,12783.00,7685.00,4682.00,15004.00,0.00,5758.00,96692.00,3940.00,9567.00,6181.00,7687.00,1931.00,0.52,2.69,4.44,10.00,6.95,0.07,103.00,2.00,16708.00,13349.00,18268,0,0.46,0.30,155,155,0,61,0,0,0,0,61,0,0,0,0,1,0,1,0,3.00,0.08,17.00,0,3.09,439.00,1,0
2022-12-04T08:30:00.000-05:00,LTSQC0210079,LTSQC0210079-005-2100-1-6,62,62,89.68,0,0,0,0,0,0,0,0,51527.57,15040.38,1.76,0.41,49.40,0.00,4090.62,2,0,0,2,1,2,7,18,53,138,176,435,953,1270,3855,0,6048,-120.14,-120.09,-98.21,0,0,41.20,22.79,818,3,0,0,1,1,0,578,0,1,0,4,11,9,19,77,65,0,11,140,90,60,103,217,381,140,97,70,0,324,72,42.00,33.00,298.00,24.00,1.00,4.00,70.00,35.00,49.00,8.00,1189.00,0.00,2685.00,2540.00,2321.00,2230.00,1336.00,1824.00,1603.00,1236.00,3981.00,0.00,1368.00,3549.00,417.00,678.00,289.00,317.00,77.00,2.52,1.45,4.54,5.00,2.06,0.04,61.00,1.00,8018.00,3156.00,18269,0,0.15,0.12,93,93,1,34,0,0,0,0,34,0,0,0,0,0,0,0,0,2.00,0.05,10.00,0,2.19,439.00,0,0
2022-12-04T08:30:00.000-05:00,LTSQC0210079,LTSQC0210079-043-1900-1-4,267,267,95.74,4,4,0,0,4,0,0,0,45834.91,1141.76,1.54,1.71,67.37,0.00,1637.70,73,136,193,46,72,61,82,144,242,360,306,227,514,816,14829,18,21833,-119.02,-118.65,-95.05,0,0,83.99,111.72,2768,8,10,8,3,31,1,7650,20,39,0,5,19,4,16,149,335,0,12,310,485,151,86,127,600,93,428,21,1,2946,1042,1106.00,5943.00,3798.00,2932.00,2285.00,3353.00,3411.00,4032.00,4244.00,5236.00,17021.00,436.00,10544.00,7987.00,6373.00,6556.00,6521.00,7970.00,8415.00,8064.00,16495.00,83.00,8244.00,24778.00,3161.00,15759.00,8489.00,39676.00,6915.00,2.88,1.64,7.97,18.00,10.62,0.26,270.00,11.00,215389.00,37228.00,18234,0,1.12,1.50,512,512,7,260,0,0,0,0,260,0,0,0,0,4,0,4,0,3.00,0.32,35.00,0,1.67,439.00,0,0
2022-12-04T08:30:00.000-05:00,LTSQC0210079,LTSQC0210079-044-1900-1-5,341,341,100.34,27,27,11,1,27,11,5,4,23254.58,1381.25,4.66,1.97,105.23,0.00,4559.27,651,114,173,142,71,101,173,216,227,220,263,256,295,303,1339,449,5891,-119.15,-118.44,-95.49,0,0,597.79,118.75,3620,1,0,0,1,3,1,282,29,8,0,6,17,4,9,67,157,0,10,44,27,35,18,34,101,31,48,25,0,4981,0,1076.00,11244.00,4778.00,18206.00,5107.00,5019.00,5371.00,6121.00,6451.00,6150.00,17029.00,0.00,11888.00,11300.00,11167.00,9855.00,8026.00,9303.00,9752.00,8630.00,20305.00,0.00,8220.00,10350.00,4778.00,1708.00,368.00,79.00,0.00,7.79,6.89,8.89,19.00,10.59,0.36,361.00,0.00,78293.00,17942.00,18234,0,0.72,0.94,593,593,31,300,3,0,0,0,300,3,0,0,0,24,0,24,0,4.00,0.52,40.00,0,3.05,439.00,11,1
2022-12-04T08:30:00.000-05:00,LTSQC0210079,LTSQC0210079-045-1900-1-6,40,40,55.89,0,0,0,0,0,0,0,0,66581.00,7464.29,1.32,0.08,22.93,0.00,0.00,0,2,1,4,4,3,15,15,48,139,84,167,125,30,415,2,3177,-119.27,-118.82,-96.17,0,0,37.90,5.20,461,0,0,0,1,17,2,17,11,20,0,3,8,2,1,1,0,0,0,1,2,0,2,4,0,6,0,2,0,267,573,128.00,93.00,222.00,25.00,110.00,183.00,109.00,82.00,77.00,103.00,89.00,0.00,145.00,231.00,223.00,334.00,296.00,394.00,386.00,397.00,1557.00,0.00,393.00,714.00,10.00,254.00,884.00,520.00,88.00,12.24,0.99,5.21,4.00,0.90,0.03,41.00,0.00,7716.00,2053.00,18235,0,0.02,0.03,75,75,0,35,0,0,0,0,35,0,0,0,0,1,0,1,0,2.00,0.04,8.00,0,1.28,439.00,0,0
2022-12-04T08:45:00.000-05:00,LTSQC0210079,LTSQC0210079-003-2100-1-4,251,251,99.00,1,1,0,0,1,0,1,1,17097.46,1961.90,1.80,0.46,63.25,0.00,152.18,98,96,62,13,27,59,198,1075,1462,717,1819,4878,4193,1023,1385,59,3242,-118.50,-118.52,-96.54,0,0,14.40,11.95,2558,0,1,0,1,0,7,889,3,49,0,11,30,8,27,161,202,0,70,47,54,54,21,24,72,16,40,34,0,1243,0,179.00,515.00,1442.00,5917.00,103.00,180.00,292.00,263.00,227.00,546.00,2840.00,0.00,1246.00,1834.00,1943.00,3216.00,2475.00,3290.00,2914.00,2824.00,8716.00,0.00,989.00,1869.00,1540.00,260.00,48.00,177.00,72.00,3.49,1.97,8.78,12.00,6.74,0.22,261.00,0.00,19653.00,4994.00,20394,0,0.23,0.33,349,349,2,107,0,0,0,0,107,0,0,0,0,1,0,1,0,3.00,0.14,20.00,0,1.98,440.00,0,0
2022-12-04T08:45:00.000-05:00,LTSQC0210079,LTSQC0210079-004-2100-1-5,108,108,103.55,2,2,1,0,2,1,0,0,58903.54,1141.63,1.85,1.12,32.68,0.00,0.00,47,39,89,40,20,36,58,116,1397,1279,24,149,529,544,27792,846,4075,-118.29,-118.14,-95.82,0,0,58.21,49.61,1792,23,0,0,0,1,2,9082,0,2,0,0,0,176,1,0,13,0,1,41,13,359,33,29,47,75,605,73,31,629,11,55.00,94.00,672.00,5793.00,484.00,512.00,548.00,500.00,832.00,1096.00,1495.00,0.00,1025.00,1307.00,1535.00,4600.00,9447.00,9918.00,4919.00,2849.00,10617.00,0.00,2190.00,76796.00,3668.00,1152.00,656.00,796.00,108.00,0.51,4.52,3.73,10.00,5.94,0.08,108.00,0.00,8752.00,4764.00,20392,0,0.21,0.24,166,166,0,67,0,0,0,0,67,0,0,0,0,2,0,2,0,2.00,0.09,18.00,0,2.14,440.00,1,0
2022-12-04T08:45:00.000-05:00,LTSQC0210079,LTSQC0210079-005-2100-1-6,53,53,100.54,0,0,0,0,0,0,0,0,42666.67,6604.65,1.71,0.05,36.22,0.00,0.00,0,0,3,1,1,1,4,6,2,14,14,68,205,1533,4513,1,614,-120.13,-120.10,-98.38,0,0,4.03,1.03,812,1,0,1,0,0,0,384,0,0,0,0,0,0,0,11,16,0,3,111,32,14,30,51,130,38,58,78,0,49,0,0.00,0.00,212.00,9.00,5.00,31.00,34.00,37.00,36.00,68.00,173.00,0.00,45.00,121.00,233.00,273.00,191.00,394.00,339.00,240.00,1453.00,0.00,396.00,584.00,8.00,0.00,0.00,0.00,0.00,1.67,6.47,1.77,4.00,1.50,0.03,53.00,0.00,1271.00,666.00,20393,0,0.00,0.01,78,78,0,30,0,0,0,0,30,0,0,0,0,0,0,0,0,1.00,0.04,7.00,0,2.19,440.00,0,0
2022-12-04T08:45:00.000-05:00,LTSQC0210079,LTSQC0210079-043-1900-1-4,278,278,97.18,7,7,0,0,7,0,1,1,71977.78,1914.93,1.65,1.83,67.47,0.00,866.30,119,139,149,100,91,103,71,134,633,923,1863,710,643,972,14038,45,17192,-118.89,-118.57,-95.00,0,0,153.67,85.65,3488,12,18,13,6,126,1109,7014,4117,253,0,25,3654,150,154,77,141,0,88,503,378,169,86,158,688,111,598,85,111,2799,298,540.00,785.00,2326.00,2437.00,2452.00,2716.00,3302.00,4108.00,4734.00,5348.00,11489.00,0.00,7676.00,6997.00,7951.00,8083.00,9318.00,11030.00,11719.00,12939.00,27700.00,48.00,14193.00,25972.00,16226.00,9876.00,5571.00,8855.00,2841.00,13.16,2.07,7.94,17.00,10.42,0.32,270.00,52.00,186305.00,25109.00,20337,0,0.68,0.74,502,502,6,248,1,0,0,0,248,1,0,0,0,6,0,6,0,4.00,0.35,34.00,0,1.78,440.00,0,0
2022-12-04T08:45:00.000-05:00,LTSQC0210079,LTSQC0210079-044-1900-1-5,356,356,103.55,30,30,6,0,30,6,3,3,30435.60,1849.55,7.25,4.55,100.69,0.00,2010.95,862,138,111,96,128,168,297,278,235,259,290,540,624,268,790,758,11607,-118.78,-117.96,-94.72,0,0,1429.87,314.68,4138,8,6,6,6,14,13,297,24,58,0,10,8,8,9,57,18,0,11,41,17,16,8,16,22,11,5,7,0,5496,107,2609.00,23496.00,7933.00,28760.00,10092.00,10681.00,11866.00,13484.00,17153.00,19907.00,55453.00,0.00,35211.00,31207.00,26031.00,17631.00,12783.00,11318.00,9990.00,6976.00,17369.00,0.00,6516.00,10935.00,4254.00,2677.00,713.00,189.00,23.00,6.82,6.46,9.20,21.00,12.94,0.43,423.00,2.00,127401.00,52175.00,20334,0,1.53,1.60,618,618,35,316,2,0,0,0,316,2,0,0,0,32,0,32,0,5.00,0.57,43.00,0,16.08,440.00,6,0
2022-12-04T08:45:00.000-05:00,LTSQC0210079,LTSQC0210079-045-1900-1-6,61,61,89.89,0,0,0,0,0,0,0,0,70597.08,28813.19,1.46,0.20,46.47,0.00,448.83,0,7,15,7,6,7,19,21,31,38,41,91,65,97,572,2,11136,-119.26,-118.77,-96.06,0,0,162.73,25.57,571,1,3,0,2,18,0,7,0,25,0,0,0,0,0,0,0,0,2,1,3,1,2,2,0,0,0,0,0,685,2960,60.00,49.00,324.00,119.00,101.00,36.00,107.00,77.00,100.00,114.00,487.00,0.00,341.00,645.00,935.00,1408.00,1325.00,1005.00,1079.00,1093.00,3880.00,0.00,1163.00,2983.00,243.00,2814.00,2857.00,4213.00,639.00,6.04,0.51,6.61,6.00,2.19,0.04,60.00,1.00,28977.00,9337.00,20335,0,0.10,0.13,115,115,2,59,0,0,0,0,59,0,0,0,0,3,0,3,0,1.00,0.08,13.00,0,1.35,440.00,0,0
2022-12-04T09:00:00.000-05:00,LTSQC0210079,LTSQC0210079-003-2100-1-4,289,289,105.80,1,1,1,0,1,1,1,1,29871.09,3639.07,1.97,0.61,63.29,0.00,0.00,142,155,134,35,58,79,218,1078,1501,880,2087,4859,4057,1336,1498,129,5728,-118.49,-118.54,-96.47,0,0,20.12,59.12,2876,47,0,30,5,1,0,866,28,86,0,29,27,8,7,168,201,0,58,33,30,5,10,9,44,6,15,8,0,1641,56,121.00,1446.00,1596.00,17284.00,484.00,395.00,356.00,339.00,418.00,334.00,772.00,0.00,554.00,904.00,846.00,1132.00,1514.00,2851.00,3068.00,3650.00,11564.00,179.00,2128.00,2679.00,126.00,1365.00,800.00,545.00,290.00,4.21,4.15,17.43,13.00,7.55,0.28,313.00,0.00,15035.00,3906.00,22458,0,0.08,0.20,415,415,2,139,1,0,0,0,139,1,0,0,0,1,0,1,0,2.00,0.19,21.00,0,2.41,439.00,1,0
2022-12-04T09:00:00.000-05:00,LTSQC0210079,LTSQC0210079-004-2100-1-5,95,95,98.71,0,0,1,0,0,1,0,0,56246.80,1690.52,1.77,1.07,34.69,0.00,0.00,29,19,27,15,10,14,9,86,1478,1426,56,332,924,947,27945,1350,909,-118.32,-118.27,-95.88,0,0,7.21,46.93,1913,25,0,0,0,0,0,9063,1,5,0,0,0,181,6,38,36,0,2,39,29,462,41,40,38,61,611,44,30,412,21,12.00,666.00,904.00,344.00,206.00,99.00,92.00,269.00,372.00,676.00,1685.00,0.00,1937.00,1543.00,3370.00,10079.00,8291.00,6394.00,3114.00,1387.00,9254.00,0.00,1620.00,75445.00,3591.00,23.00,0.00,0.00,0.00,0.37,6.68,3.08,11.00,5.63,0.11,137.00,2.00,9786.00,4179.00,22466,0,0.17,0.21,129,129,0,39,0,0,0,0,39,0,0,0,0,0,0,0,0,2.00,0.05,18.00,0,1.96,439.00,1,0
2022-12-04T09:00:00.000-05:00,LTSQC0210079,LTSQC0210079-005-2100-1-6,48,48,97.74,0,0,0,0,0,0,0,0,48427.75,5139.66,1.72,0.07,33.61,0.00,0.00,0,4,2,1,2,3,4,12,18,15,18,35,226,1717,3075,2,824,-120.11,-120.11,-98.37,0,0,4.17,1.51,684,0,0,0,0,1,0,405,2,1,0,0,0,0,0,8,12,0,1,106,28,35,38,81,156,42,74,60,0,148,0,0.00,0.00,182.00,43.00,1.00,35.00,58.00,63.00,80.00,152.00,593.00,0.00,260.00,361.00,316.00,276.00,321.00,420.00,280.00,345.00,1022.00,0.00,309.00,218.00,0.00,3.00,0.00,0.00,0.00,1.94,3.35,3.86,3.00,1.38,0.03,47.00,1.00,1576.00,696.00,22461,0,0.00,0.01,64,64,0,22,0,0,0,0,22,0,0,0,0,0,0,0,0,2.00,0.03,5.00,0,2.28,439.00,0,0
2022-12-04T09:00:00.000-05:00,LTSQC0210079,LTSQC0210079-043-1900-1-4,330,330,112.00,13,13,0,0,13,0,1,1,54468.87,3300.60,2.10,2.60,57.46,0.00,966.37,226,222,190,75,54,87,136,144,325,634,2184,764,878,683,13210,44,26718,-119.04,-118.71,-94.92,0,0,385.72,191.46,4348,10,11,21,29,55,591,6680,5492,179,0,25,331,92,93,72,85,0,153,804,449,196,133,59,481,69,604,34,227,3375,703,972.00,2842.00,4060.00,6396.00,3767.00,4742.00,7513.00,10901.00,9880.00,8502.00,16606.00,769.00,9694.00,9700.00,9534.00,10841.00,11068.00,13237.00,16032.00,13662.00,30283.00,138.00,14677.00,19463.00,10412.00,5692.00,1255.00,2006.00,856.00,18.27,2.22,6.95,23.00,12.42,0.34,328.00,13.00,191114.00,41841.00,22427,0,1.59,2.04,622,622,11,315,1,0,0,0,315,1,0,0,0,10,0,10,0,4.00,0.47,49.00,0,2.36,439.00,0,0
2022-12-04T09:00:00.000-05:00,LTSQC0210079,LTSQC0210079-044-1900-1-5,438,438,102.26,27,27,6,0,27,6,4,2,38949.59,593.68,7.54,3.11,126.21,0.00,7543.80,1379,78,115,198,322,303,449,288,209,255,313,488,1066,877,2656,519,8601,-119.09,-118.18,-94.89,0,0,2031.36,148.53,5522,5,13,11,4,8,9,611,10,69,0,16,15,23,14,67,70,0,12,157,116,62,69,92,83,56,52,123,306,8319,5944,2418.00,14041.00,8691.00,24825.00,8433.00,8560.00,13537.00,10987.00,13640.00,14798.00,38772.00,0.00,24514.00,22549.00,20394.00,17211.00,16629.00,18792.00,18272.00,15939.00,34568.00,0.00,12526.00,17304.00,52349.00,3331.00,1529.00,5402.00,2086.00,6.33,6.40,6.95,25.00,16.13,0.50,452.00,5.00,176884.00,70202.00,22436,0,1.67,2.07,727,727,27,375,2,0,0,0,375,2,0,0,0,31,0,31,0,5.00,0.69,51.00,0,4.37,439.00,6,0
2022-12-04T09:00:00.000-05:00,LTSQC0210079,LTSQC0210079-045-1900-1-6,43,43,54.85,1,1,0,0,1,0,0,0,62194.99,6654.87,1.34,0.08,50.03,0.00,4166.67,1,3,6,7,10,8,3,4,10,10,17,12,29,35,943,0,5860,-119.26,-118.80,-96.13,0,0,28.78,7.03,509,0,0,1,1,20,0,21,0,0,0,1,14,3,1,0,2,0,1,2,259,5,2,7,2,3,1,10,0,436,607,0.00,1.00,214.00,9.00,0.00,6.00,8.00,2.00,47.00,91.00,807.00,0.00,386.00,604.00,1098.00,901.00,889.00,603.00,900.00,1100.00,1987.00,0.00,447.00,1323.00,53.00,1296.00,1004.00,1432.00,555.00,10.24,1.37,5.18,6.00,1.56,0.03,42.00,1.00,15146.00,3430.00,22432,0,0.06,0.10,80,80,3,43,0,0,0,0,43,0,0,0,0,0,0,0,0,2.00,0.05,13.00,0,1.33,439.00,0,0
